File_name	Segment	t	t_m	F0	Int
ZX_di24	t24	5	0.1	194.28	78.99
ZX_di24	t24	6	0.122	212.65	78.98
ZX_di24	t24	7	0.145	228.17	79.68
ZX_di24	t24	8	0.167	240.62	80.02
ZX_di24	t24	9	0.189	246.15	80.33
ZX_di24	t24	10	0.212	245.29	78.35
ZX_di45	t45	1	0.015	223.73	75.5
ZX_di45	t45	2	0.046	246.74	80.98
ZX_di45	t45	3	0.076	259.59	83
ZX_di45	t45	4	0.106	268.77	84.23
ZX_di45	t45	5	0.137	278.01	85.37
ZX_di45	t45	6	0.167	288.05	85.93
ZX_di45	t45	7	0.197	299.76	85.57
ZX_di45	t45	8	0.228	319.99	85.59
ZX_di45	t45	9	0.258	350.8	84.66
ZX_di45	t45	10	0.289	340.44	83.34
ZX_di45	t45	1	0.016	221.94	71.93
ZX_di45	t45	2	0.047	237.11	77.31
ZX_di45	t45	3	0.079	249.53	79.52
ZX_di45	t45	4	0.111	257.72	80.97
ZX_di45	t45	5	0.142	265.62	82.43
ZX_di45	t45	6	0.174	274.22	83.98
ZX_di45	t45	7	0.206	283.67	85.01
ZX_di45	t45	8	0.237	293.23	85.05
ZX_di45	t45	9	0.269	304.93	85.1
ZX_di45	t45	10	0.301	303.43	83.32
ZX_di45	t45	1	0.011	226.9	73.65
ZX_di45	t45	2	0.032	244.71	78.11
ZX_di45	t45	3	0.054	262.68	80.82
ZX_di45	t45	4	0.076	275.31	83
ZX_di45	t45	5	0.097	284.94	84.62
ZX_di45	t45	6	0.119	294.54	85.68
ZX_di45	t45	7	0.14	306.42	86.7
ZX_di45	t45	8	0.162	323.66	87.69
ZX_di45	t45	9	0.183	340.78	88.03
ZX_di45	t45	10	0.205	345.71	86.67
ZX_si13	t13	1	0.017	NA	60.5
ZX_si13	t13	2	0.051	NA	62.43
ZX_si13	t13	3	0.085	NA	65.05
ZX_si13	t13	4	0.118	NA	67.96
ZX_si13	t13	5	0.152	129.21	69.96
ZX_si13	t13	6	0.186	136.61	72.22
ZX_si13	t13	7	0.22	145.68	74.69
ZX_si13	t13	8	0.254	154.03	76.04
ZX_si13	t13	9	0.287	161.24	75.34
ZX_si13	t13	10	0.321	162.7	72.68
ZX_si13	t13	1	0.013	NA	56.1
ZX_si13	t13	2	0.04	NA	56.39
ZX_si13	t13	3	0.067	NA	59.32
ZX_si13	t13	4	0.093	NA	62.66
ZX_si13	t13	5	0.12	116.17	65.78
ZX_si13	t13	6	0.147	119.36	68.43
ZX_si13	t13	7	0.173	127.94	69.7
ZX_si13	t13	8	0.2	135.81	70.24
ZX_si13	t13	9	0.227	139.06	68.92
ZX_si13	t13	10	0.253	138.08	66.26
ZX_si21	t21	1	0.022	NA	68.74
ZX_si21	t21	2	0.067	155.37	72.61
ZX_si21	t21	3	0.112	158.46	74.44
ZX_si21	t21	4	0.157	158.83	75.07
ZX_si21	t21	5	0.202	157.4	75.59
ZX_si21	t21	6	0.247	152.07	75.33
ZX_si21	t21	7	0.292	143.55	73.52
ZX_si21	t21	8	0.337	131.95	70.89
ZX_si21	t21	9	0.382	124.93	67.58
ZX_si21	t21	10	0.427	NA	60.56
ZX_si21	t21	1	0.024	NA	65.76
ZX_si21	t21	2	0.072	150.77	68.87
ZX_si21	t21	3	0.12	150.7	70.83
ZX_si21	t21	4	0.168	149.77	71.73
ZX_si21	t21	5	0.216	148.02	72.23
ZX_si21	t21	6	0.264	145.82	72.68
ZX_si21	t21	7	0.312	140.69	72.14
ZX_si21	t21	8	0.36	129.7	70.03
ZX_si21	t21	9	0.408	120.87	66.95
ZX_si21	t21	10	0.456	NA	60.13
ZX_si21	t21	1	0.014	NA	66.67
ZX_si21	t21	2	0.043	NA	69.18
ZX_si21	t21	3	0.071	NA	70.49
ZX_si21	t21	4	0.1	129.6	71.13
ZX_si21	t21	5	0.128	128.98	71.23
ZX_si21	t21	6	0.157	126.62	71.29
ZX_si21	t21	7	0.185	122.37	71.58
ZX_si21	t21	8	0.214	117.54	70.95
ZX_si21	t21	9	0.242	NA	67.5
ZX_si21	t21	10	0.271	424.47	61.04
ZX_si21_2	t21	1	0.018	NA	65.72
ZX_si21_2	t21	2	0.055	NA	68.41
ZX_si21_2	t21	3	0.091	152.56	70.11
ZX_si21_2	t21	4	0.127	152.1	70.91
ZX_si21_2	t21	5	0.164	148.9	71.55
ZX_si21_2	t21	6	0.2	143.5	71.8
ZX_si21_2	t21	7	0.236	137.51	71
ZX_si21_2	t21	8	0.273	129.91	69.5
ZX_si21_2	t21	9	0.309	122.9	67.38
ZX_si21_2	t21	10	0.345	NA	63.46
ZX_si21_2	t21	1	0.018	NA	66.07
ZX_si21_2	t21	2	0.053	155.2	70.28
ZX_si21_2	t21	3	0.088	154.89	72.4
ZX_si21_2	t21	4	0.123	153.56	72.83
ZX_si21_2	t21	5	0.159	149.21	72.42
ZX_si21_2	t21	6	0.194	143.89	71.96
ZX_si21_2	t21	7	0.229	137	71.06
ZX_si21_2	t21	8	0.264	128.07	69.32
ZX_si21_2	t21	9	0.299	120.06	67.76
ZX_si21_2	t21	10	0.335	NA	64.93
ZX_si21_2	t21	1	0.012	NA	67.17
ZX_si21_2	t21	2	0.036	NA	69.5
ZX_si21_2	t21	3	0.061	NA	70.63
ZX_si21_2	t21	4	0.085	NA	71.13
ZX_si21_2	t21	5	0.109	NA	71.09
ZX_si21_2	t21	6	0.133	NA	70.76
ZX_si21_2	t21	7	0.158	NA	69.81
ZX_si21_2	t21	8	0.182	NA	68.05
ZX_si21_2	t21	9	0.206	NA	66.46
ZX_si21_2	t21	10	0.23	NA	64.56
ZX_si24	t24	1	0.016	NA	59.55
ZX_si24	t24	2	0.048	NA	61.66
ZX_si24	t24	3	0.081	NA	62.28
ZX_si24	t24	4	0.113	NA	64.13
ZX_si24	t24	5	0.145	NA	67.87
ZX_si24	t24	6	0.178	183.33	72.01
ZX_si24	t24	7	0.21	202.25	73.58
ZX_si24	t24	8	0.242	231.36	74.28
ZX_si24	t24	9	0.274	251.52	74.6
ZX_si24	t24	10	0.307	258.67	73.91
ZX_si24	t24	1	0.014	NA	60.64
ZX_si24	t24	2	0.043	NA	63.66
ZX_si24	t24	3	0.071	NA	65.87
ZX_si24	t24	4	0.1	NA	68.36
ZX_si24	t24	5	0.129	168.84	70.71
ZX_si24	t24	6	0.157	184.62	72.22
ZX_si24	t24	7	0.186	204.16	73.09
ZX_si24	t24	8	0.214	222.56	73.81
ZX_si24	t24	9	0.243	236.77	74.08
ZX_si24	t24	10	0.271	228.15	75.08
ZX_si24	t24	1	0.013	NA	62.3
ZX_si24	t24	2	0.038	NA	66.41
ZX_si24	t24	3	0.063	NA	69.43
ZX_si24	t24	4	0.088	NA	72.83
ZX_si24	t24	5	0.113	NA	75.53
ZX_si24	t24	6	0.138	202.44	76.59
ZX_si24	t24	7	0.163	224.36	77.4
ZX_si24	t24	8	0.188	241.74	77.33
ZX_si24	t24	9	0.213	238.68	76.85
ZX_si24	t24	10	0.238	216.66	74.39
ZX_si24	t24	1	0.016	NA	60.97
ZX_si24	t24	2	0.047	NA	62.83
ZX_si24	t24	3	0.078	NA	65.28
ZX_si24	t24	4	0.11	NA	68.67
ZX_si24	t24	5	0.141	NA	72.92
ZX_si24	t24	6	0.172	197.46	75.16
ZX_si24	t24	7	0.204	221.79	75.4
ZX_si24	t24	8	0.235	235.14	75.26
ZX_si24	t24	9	0.266	239.21	74.26
ZX_si24	t24	10	0.298	219.81	71.3
ZX_si24	t24	1	0.018	NA	60.38
ZX_si24	t24	2	0.054	NA	64.1
ZX_si24	t24	3	0.09	NA	68.12
ZX_si24	t24	4	0.126	165.16	72.02
ZX_si24	t24	5	0.162	181.28	74.55
ZX_si24	t24	6	0.198	203.78	75.63
ZX_si24	t24	7	0.233	220.99	76.89
ZX_si24	t24	8	0.269	233.57	76.56
ZX_si24	t24	9	0.305	236.1	76.29
ZX_si24	t24	10	0.341	218.73	74.92
ZX_si24	t24	1	0.015	NA	62.39
ZX_si24	t24	2	0.045	NA	64.48
ZX_si24	t24	3	0.075	NA	67.07
ZX_si24	t24	4	0.105	NA	69.73
ZX_si24	t24	5	0.136	178.21	72.82
ZX_si24	t24	6	0.166	201.15	74.85
ZX_si24	t24	7	0.196	223.83	75.91
ZX_si24	t24	8	0.226	236.06	76.15
ZX_si24	t24	9	0.256	232.11	75.62
ZX_si24	t24	10	0.286	214.07	73.96
ZX_si24	t24	1	0.017	NA	58.69
ZX_si24	t24	2	0.052	NA	61.82
ZX_si24	t24	3	0.087	NA	65.69
ZX_si24	t24	4	0.122	NA	70.14
ZX_si24	t24	5	0.157	206.73	73.57
ZX_si24	t24	6	0.192	221.09	74.71
ZX_si24	t24	7	0.227	239.95	75.59
ZX_si24	t24	8	0.262	248.91	75.76
ZX_si24	t24	9	0.297	243.91	76.91
ZX_si24	t24	10	0.332	224.76	75.04
ZX_si24	t24	1	0.015	NA	62.17
ZX_si24	t24	2	0.044	NA	65.82
ZX_si24	t24	3	0.074	NA	69.05
ZX_si24	t24	4	0.104	NA	72.21
ZX_si24	t24	5	0.133	184.91	74.74
ZX_si24	t24	6	0.163	206.58	75.99
ZX_si24	t24	7	0.193	223.16	77.51
ZX_si24	t24	8	0.222	233.66	78.54
ZX_si24	t24	9	0.252	233.46	80.19
ZX_si24	t24	10	0.282	216.26	78.81
ZX_si24	t24	1	0.011	NA	63.57
ZX_si24	t24	2	0.034	NA	67.02
ZX_si24	t24	3	0.056	NA	69.69
ZX_si24	t24	4	0.079	NA	72.81
ZX_si24	t24	5	0.101	NA	75.27
ZX_si24	t24	6	0.124	218.05	76.27
ZX_si24	t24	7	0.146	231.54	77.09
ZX_si24	t24	8	0.169	245.27	76.98
ZX_si24	t24	9	0.191	235.09	77.29
ZX_si24	t24	10	0.214	216.69	75.55
ZX_si34	t34	1	0.02	NA	65.21
ZX_si34	t34	2	0.059	144.18	70.85
ZX_si34	t34	3	0.099	150.52	73.85
ZX_si34	t34	4	0.138	156.18	75.97
ZX_si34	t34	5	0.178	159.52	77.61
ZX_si34	t34	6	0.217	161.76	78.32
ZX_si34	t34	7	0.257	163.84	78.69
ZX_si34	t34	8	0.296	166.04	78.73
ZX_si34	t34	9	0.336	167.72	77.89
ZX_si34	t34	10	0.375	164.48	73.99
ZX_si34	t34	1	0.01	NA	65.87
ZX_si34	t34	2	0.031	NA	68.96
ZX_si34	t34	3	0.052	146.84	70.83
ZX_si34	t34	4	0.073	148.84	72.3
ZX_si34	t34	5	0.094	153.52	73.48
ZX_si34	t34	6	0.115	157.9	74.59
ZX_si34	t34	7	0.136	163.66	75.49
ZX_si34	t34	8	0.157	168.44	75.98
ZX_si34	t34	9	0.178	168.58	74.56
ZX_si34	t34	10	0.199	165.48	69.16
ZX_si34	t34	1	0.01	NA	65.1
ZX_si34	t34	2	0.031	NA	67.06
ZX_si34	t34	3	0.052	NA	69.56
ZX_si34	t34	4	0.073	150.22	71.5
ZX_si34	t34	5	0.094	153.74	72.43
ZX_si34	t34	6	0.115	159.56	72.8
ZX_si34	t34	7	0.136	163.51	72.72
ZX_si34	t34	8	0.157	164.71	72.23
ZX_si34	t34	9	0.177	165.04	71.14
ZX_si34	t34	10	0.198	164.2	67.17
ZX_si43	t42	1	0.016	NA	67.11
ZX_si43	t42	2	0.048	NA	69.71
ZX_si43	t42	3	0.079	212.95	71.06
ZX_si43	t42	4	0.111	215.87	72.3
ZX_si43	t42	5	0.143	214.96	72.82
ZX_si43	t42	6	0.174	211.16	72.72
ZX_si43	t42	7	0.206	204.95	72.31
ZX_si43	t42	8	0.238	193.93	71.59
ZX_si43	t42	9	0.27	179.56	71.13
ZX_si43	t42	10	0.301	168.76	67.6
ZX_si43	t42	1	0.017	NA	67.55
ZX_si43	t42	2	0.05	200.56	71.11
ZX_si43	t42	3	0.084	205.5	72.87
ZX_si43	t42	4	0.117	203.62	73.7
ZX_si43	t42	5	0.151	197.72	74.1
ZX_si43	t42	6	0.184	193.35	74.37
ZX_si43	t42	7	0.218	186.27	74.72
ZX_si43	t42	8	0.251	171.66	74.25
ZX_si43	t42	9	0.285	162.76	70.03
ZX_si43	t42	10	0.318	NA	65.88
ZX_si43	t42	1	0.009	NA	68.33
ZX_si43	t42	2	0.028	NA	70.58
ZX_si43	t42	3	0.047	200.59	71.45
ZX_si43	t42	4	0.066	201.42	72.22
ZX_si43	t42	5	0.084	203	72.8
ZX_si43	t42	6	0.103	200.43	73.06
ZX_si43	t42	7	0.122	194.91	73.11
ZX_si43	t42	8	0.141	183.91	73.4
ZX_si43	t42	9	0.159	175.03	72.67
ZX_si43	t42	10	0.178	NA	69.55
ZX_si43	t42	1	0.015	NA	68.52
ZX_si43	t42	2	0.045	214.38	71.16
ZX_si43	t42	3	0.075	214.42	72.65
ZX_si43	t42	4	0.104	216.54	73.43
ZX_si43	t42	5	0.134	213.24	73.66
ZX_si43	t42	6	0.164	209.57	73.67
ZX_si43	t42	7	0.194	204.98	73.45
ZX_si43	t42	8	0.224	196.38	72.75
ZX_si43	t42	9	0.254	180.91	71.04
ZX_si43	t42	10	0.284	169.25	66.86
ZX_si43	t42	1	0.017	NA	68.45
ZX_si43	t42	2	0.05	202.47	72.74
ZX_si43	t42	3	0.084	206.83	74.63
ZX_si43	t42	4	0.118	205.73	75.48
ZX_si43	t42	5	0.151	201.23	76.23
ZX_si43	t42	6	0.185	194.13	75.83
ZX_si43	t42	7	0.219	184	75.3
ZX_si43	t42	8	0.252	172.39	74.85
ZX_si43	t42	9	0.286	158.59	71.85
ZX_si43	t42	10	0.32	NA	68.89
ZX_si43	t42	1	0.011	NA	65.47
ZX_si43	t42	2	0.033	183.95	69.46
ZX_si43	t42	3	0.055	186.72	71.76
ZX_si43	t42	4	0.077	192.48	73.23
ZX_si43	t42	5	0.099	193	73.88
ZX_si43	t42	6	0.12	187.75	74.2
ZX_si43	t42	7	0.142	180.05	74.35
ZX_si43	t42	8	0.164	170.23	72.92
ZX_si43	t42	9	0.186	161.82	69.97
ZX_si43	t42	10	0.208	NA	67.96
ZX_si45	t45	1	0.01	NA	66.65
ZX_si45	t45	2	0.029	190.52	69.17
ZX_si45	t45	3	0.048	203.21	70.55
ZX_si45	t45	4	0.068	212.11	71.75
ZX_si45	t45	5	0.087	225.83	72.53
ZX_si45	t45	6	0.106	248.75	73.19
ZX_si45	t45	7	0.126	274.37	74.35
ZX_si45	t45	8	0.145	327.13	76.27
ZX_si45	t45	9	0.164	349.99	77.27
ZX_si45	t45	10	0.184	347.75	75.24
ZX_si45	t45	1	0.011	180.96	66.36
ZX_si45	t45	2	0.034	185.2	69.98
ZX_si45	t45	3	0.057	200.78	72.43
ZX_si45	t45	4	0.08	215.83	74.84
ZX_si45	t45	5	0.102	229.05	76.12
ZX_si45	t45	6	0.125	241.07	76.38
ZX_si45	t45	7	0.148	252.56	76.74
ZX_si45	t45	8	0.171	259.3	77.29
ZX_si45	t45	9	0.193	255.13	77.05
ZX_si45	t45	10	0.216	234.17	76.53
ZX_si45	t45	1	0.006	NA	67.39
ZX_si45	t45	2	0.019	190.36	69.64
ZX_si45	t45	3	0.031	195.36	70.91
ZX_si45	t45	4	0.044	206.12	71.96
ZX_si45	t45	5	0.056	216.12	72.86
ZX_si45	t45	6	0.069	226.69	73.34
ZX_si45	t45	7	0.082	238.97	73.16
ZX_si45	t45	8	0.094	251.76	72.48
ZX_si45	t45	9	0.107	258.17	71.88
ZX_si45	t45	10	0.119	259.24	71.75
ZX_si45	t45	1	0.011	NA	69.82
ZX_si45	t45	2	0.033	220.03	72.88
ZX_si45	t45	3	0.055	232.77	74.04
ZX_si45	t45	4	0.077	247.89	74.99
ZX_si45	t45	5	0.099	260.27	76.71
ZX_si45	t45	6	0.12	271.49	78.17
ZX_si45	t45	7	0.142	283.31	78.32
ZX_si45	t45	8	0.164	297.24	78.24
ZX_si45	t45	9	0.186	310.33	78.52
ZX_si45	t45	10	0.208	306.83	77.95
ZX_si45	t45	1	0.011	196.38	70.17
ZX_si45	t45	2	0.032	201.35	73.46
ZX_si45	t45	3	0.053	213.67	75.84
ZX_si45	t45	4	0.074	223.49	78.09
ZX_si45	t45	5	0.095	233.9	78.72
ZX_si45	t45	6	0.116	244.44	78.46
ZX_si45	t45	7	0.137	255.65	78.69
ZX_si45	t45	8	0.159	264.15	78.94
ZX_si45	t45	9	0.18	267.62	79.14
ZX_si45	t45	10	0.201	264.87	78.97
ZX_si45	t45	1	0.007	NA	68.7
ZX_si45	t45	2	0.02	NA	72.09
ZX_si45	t45	3	0.033	229.67	74.37
ZX_si45	t45	4	0.046	234.27	76.33
ZX_si45	t45	5	0.06	243.55	77.52
ZX_si45	t45	6	0.073	254.78	77.76
ZX_si45	t45	7	0.086	268.94	77.91
ZX_si45	t45	8	0.1	283.19	78.19
ZX_si45	t45	9	0.113	291.21	77.88
ZX_si45	t45	10	0.126	288.72	76.96
ZX_si45_2	t45	1	0.012	216.03	68.43
ZX_si45_2	t45	2	0.035	224.75	71.99
ZX_si45_2	t45	3	0.058	237.42	73.55
ZX_si45_2	t45	4	0.082	247.63	74.98
ZX_si45_2	t45	5	0.105	253.04	76.23
ZX_si45_2	t45	6	0.128	259.71	77.19
ZX_si45_2	t45	7	0.152	267.49	77.63
ZX_si45_2	t45	8	0.175	274.97	76.95
ZX_si45_2	t45	9	0.199	276.44	76.25
ZX_si45_2	t45	10	0.222	263.51	75.93
ZX_si45_2	t45	1	0.01	220.74	69.57
ZX_si45_2	t45	2	0.031	229.76	73.44
ZX_si45_2	t45	3	0.052	243.7	74.97
ZX_si45_2	t45	4	0.073	251.71	76.01
ZX_si45_2	t45	5	0.094	259.52	76.8
ZX_si45_2	t45	6	0.114	268.25	77.24
ZX_si45_2	t45	7	0.135	276.97	76.99
ZX_si45_2	t45	8	0.156	283.02	76.56
ZX_si45_2	t45	9	0.177	282.24	76.62
ZX_si45_2	t45	10	0.198	271.97	77.42
ZX_si45_2	t45	1	0.009	218.75	69.02
ZX_si45_2	t45	2	0.027	223.18	72.6
ZX_si45_2	t45	3	0.044	233.27	74.74
ZX_si45_2	t45	4	0.062	240.06	75.63
ZX_si45_2	t45	5	0.08	250.94	76.05
ZX_si45_2	t45	6	0.098	270.45	76.63
ZX_si45_2	t45	7	0.115	293.99	77.54
ZX_si45_2	t45	8	0.133	328.43	78.29
ZX_si45_2	t45	9	0.151	327.95	78.02
ZX_si45_2	t45	10	0.169	317.17	77.21
ZX_si45_3	t45	1	0.012	188.11	69.19
ZX_si45_3	t45	2	0.036	189.66	72.2
ZX_si45_3	t45	3	0.06	203.14	73.22
ZX_si45_3	t45	4	0.083	221.63	73.96
ZX_si45_3	t45	5	0.107	238.88	74.25
ZX_si45_3	t45	6	0.131	252.65	74.94
ZX_si45_3	t45	7	0.155	265.21	75.98
ZX_si45_3	t45	8	0.179	281.11	75.84
ZX_si45_3	t45	9	0.203	295.63	75.57
ZX_si45_3	t45	10	0.226	298.27	74.84
ZX_si45_3	t45	1	0.013	181.36	66.91
ZX_si45_3	t45	2	0.04	190.46	70.91
ZX_si45_3	t45	3	0.067	206.25	73.1
ZX_si45_3	t45	4	0.094	217.35	74.51
ZX_si45_3	t45	5	0.121	226.59	75.12
ZX_si45_3	t45	6	0.148	236.23	75.33
ZX_si45_3	t45	7	0.174	244.52	75.32
ZX_si45_3	t45	8	0.201	256.1	75.29
ZX_si45_3	t45	9	0.228	265.46	75.22
ZX_si45_3	t45	10	0.255	264.7	74.98
ZX_si45_3	t45	1	0.012	209.3	73.71
ZX_si45_3	t45	2	0.036	216.31	78.52
ZX_si45_3	t45	3	0.059	223.86	81.34
ZX_si45_3	t45	4	0.083	230.71	81.76
ZX_si45_3	t45	5	0.107	242.53	81.01
ZX_si45_3	t45	6	0.13	255.1	80.92
ZX_si45_3	t45	7	0.154	266.67	81.75
ZX_si45_3	t45	8	0.178	277.04	81.56
ZX_si45_3	t45	9	0.201	281.08	81.1
ZX_si45_3	t45	10	0.225	274.76	80.91
ZX_ti34	t34	1	0.017	188.66	76.65
ZX_ti34	t34	2	0.051	195.26	77.97
ZX_ti34	t34	3	0.085	201.1	78.84
ZX_ti34	t34	4	0.119	205.15	79.6
ZX_ti34	t34	5	0.153	210.33	80.44
ZX_ti34	t34	6	0.187	214.79	81.07
ZX_ti34	t34	7	0.222	220.74	81.65
ZX_ti34	t34	8	0.256	227.64	81.95
ZX_ti34	t34	9	0.29	236.34	81.96
ZX_ti34	t34	10	0.324	237.87	80.03
ZX_ti34	t34	1	0.017	186.74	76.31
ZX_ti34	t34	2	0.051	190.81	78.12
ZX_ti34	t34	3	0.085	195.82	78.52
ZX_ti34	t34	4	0.12	201.48	79.25
ZX_ti34	t34	5	0.154	207.82	80.02
ZX_ti34	t34	6	0.188	213.74	80.61
ZX_ti34	t34	7	0.222	215.78	80.57
ZX_ti34	t34	8	0.256	219.94	80.76
ZX_ti34	t34	9	0.29	228.14	80.64
ZX_ti34	t34	10	0.325	230.35	78.63
ZX_ti34	t34	1	0.016	189.06	75.93
ZX_ti34	t34	2	0.048	193.86	78.48
ZX_ti34	t34	3	0.079	200.15	79.3
ZX_ti34	t34	4	0.111	204.49	79.78
ZX_ti34	t34	5	0.143	210.53	80.41
ZX_ti34	t34	6	0.175	216.34	80.64
ZX_ti34	t34	7	0.207	225.25	81.04
ZX_ti34	t34	8	0.238	231.94	81.16
ZX_ti34	t34	9	0.27	233.23	79.96
ZX_ti34	t34	10	0.302	221.29	75.93
ZX_ti42	t42	1	0.018	238.74	81.46
ZX_ti42	t42	2	0.053	243.99	83.75
ZX_ti42	t42	3	0.088	246.03	84.08
ZX_ti42	t42	4	0.123	246.83	84.06
ZX_ti42	t42	5	0.158	247.92	84.01
ZX_ti42	t42	6	0.193	248.77	83.65
ZX_ti42	t42	7	0.229	245.61	82.84
ZX_ti42	t42	8	0.264	233.36	80.9
ZX_ti42	t42	9	0.299	224.4	77.77
ZX_ti42	t42	10	0.334	NA	73.45
ZX_ti42	t42	1	0.017	234.5	79.75
ZX_ti42	t42	2	0.051	243.22	81.64
ZX_ti42	t42	3	0.086	246.9	82.17
ZX_ti42	t42	4	0.12	248.44	82.73
ZX_ti42	t42	5	0.154	251.05	83.1
ZX_ti42	t42	6	0.188	250.31	82.85
ZX_ti42	t42	7	0.223	241.54	81.63
ZX_ti42	t42	8	0.257	230.23	79.69
ZX_ti42	t42	9	0.291	NA	76.88
ZX_ti42	t42	10	0.325	NA	76.24
ZX_ti42	t42	1	0.014	235.12	79.84
ZX_ti42	t42	2	0.041	242.34	82.44
ZX_ti42	t42	3	0.069	246.27	82.81
ZX_ti42	t42	4	0.096	249.85	83
ZX_ti42	t42	5	0.124	250.91	82.86
ZX_ti42	t42	6	0.152	248.51	82.24
ZX_ti42	t42	7	0.179	239.79	80.9
ZX_ti42	t42	8	0.207	227.64	79.22
ZX_ti42	t42	9	0.234	NA	76.59
ZX_ti42	t42	10	0.262	NA	74.67
ZX_ti45	t45	1	0.013	219.38	78.31
ZX_ti45	t45	2	0.039	235.49	81.34
ZX_ti45	t45	3	0.066	250.48	82.54
ZX_ti45	t45	4	0.092	260.83	83.21
ZX_ti45	t45	5	0.118	269.85	83.8
ZX_ti45	t45	6	0.145	281.35	84.61
ZX_ti45	t45	7	0.171	299.72	85.37
ZX_ti45	t45	8	0.197	317.41	85.95
ZX_ti45	t45	9	0.224	333.97	85.88
ZX_ti45	t45	10	0.25	330.11	83.25
ZX_ti45	t45	1	0.013	206.01	77.96
ZX_ti45	t45	2	0.039	219.3	79.51
ZX_ti45	t45	3	0.065	236.5	80.45
ZX_ti45	t45	4	0.091	248.26	81.45
ZX_ti45	t45	5	0.117	260.8	82.39
ZX_ti45	t45	6	0.143	272.16	83.45
ZX_ti45	t45	7	0.169	283.52	84.06
ZX_ti45	t45	8	0.195	301.73	84.73
ZX_ti45	t45	9	0.221	317.03	84.7
ZX_ti45	t45	10	0.247	315.44	81.73
ZX_ti45	t45	1	0.009	227.98	76.47
ZX_ti45	t45	2	0.027	236.01	79.51
ZX_ti45	t45	3	0.045	251.62	81.37
ZX_ti45	t45	4	0.063	264.85	82.57
ZX_ti45	t45	5	0.081	273.02	83.35
ZX_ti45	t45	6	0.099	291.46	84.16
ZX_ti45	t45	7	0.117	307.29	84.56
ZX_ti45	t45	8	0.135	316.96	84.11
ZX_ti45	t45	9	0.153	319.67	82.79
ZX_ti45	t45	10	0.171	311.72	80.3
